Year;average_air_temperature;maximum_air_temperature;minimum_air_temperature;average_soil_surface_temperature;maximum_soil_surface_temperature;minimum_soil_surface_temperature;Partial_pressure_of_water_vapor_hPa;Average_relative_humidity;average_saturation_deficit_hPa;saturation_deficit_maximum_hPa;Atmospheric_pressure_at_the_station_level_hPa;Atmospheric_pressure_at_sea_level_hPa;Mean_wind_speed_m/s;Daily_precipitation_total_mm;Month_num;Decada_num
2014;15.0;23.8;6.4;19;40;3;6.5;40.0;11.9;21.5;969.8;1019.7;4.6;0.0;5;1
2014;23.1;31.2;14.3;29;56;12;11.4;44.0;18.4;33.0;959.7;1007.7;3.2;3.2;6;2
2014;23.0;30.3;15.0;29;52;14;13.5;51.0;16.0;28.1;963.1;1011.3;3.0;15.2;6;3
2014;13.2;20.2;5.6;17;38;4;7.7;54.0;8.3;15.6;967.5;1017.7;3.4;7.5;6;1
2014;16.7;23.6;11.3;21;41;10;12.9;71.0;7.3;16.2;956.2;1005.1;3.7;33.7;7;2
2014;14.5;20.3;9.9;18;34;9;11.8;74.0;5.1;11.2;955.4;1004.6;3.7;45.2;7;3
2014;19.6;26.3;13.1;24;44;12;13.9;66.0;10.5;20.7;960.9;1009.5;3.2;20.1;7;1
2014;20.0;28.3;12.6;25;47;11;12.4;58.0;13.0;26.4;961.2;1009.8;3.1;3.6;8;2
2014;20.5;29.3;12.9;23;46;11;11.0;50.0;15.4;30.2;965.2;1013.9;3.3;24.5;8;3
2014;18.5;26.3;9.3;24;49;7;11.4;58.0;11.0;21.8;966.4;1015.5;1.8;1.3;8;1
2014;9.0;17.1;2.7;11;30;1;6.8;62.0;5.7;11.7;967.3;1018.2;3.4;11.0;9;2
2014;8.6;15.2;2.7;10;26;1;6.8;65.0;5.0;10.0;967.4;1018.5;3.7;24.7;9;3
2014;11.6;19.3;4.9;15;39;3;7.3;56.0;7.3;14.2;965.3;1015.6;3.0;0.7;9;1
2015;6.2;12.3;1.6;6;18;0;7.24;77.0;2.7;6.3;964.6;1015.9;3.8;17.1;4;2
2015;9.3;15.9;3.2;11;26;2;7.7;68.0;4.7;10.2;964.5;1015.2;3.4;18.5;4;3
2015;-4.0;1.9;-9.5;-6;0;-12;3.97;80.0;1.1;2.0;975.0;1028.9;2.8;0.0;4;1
2015;13.3;18.8;8.3;16;34;7;11.0;73.0;4.7;9.8;962.5;1012.3;4.2;52.9;5;2
2015;13.7;19.4;8.1;16;34;6;10.8;71.0;5.6;11.3;964.5;1014.3;2.8;38.5;5;3
2015;16.0;23.5;8.8;19;42;6;8.6;49.0;10.8;19.9;965.7;1015.2;4.0;4.6;5;1
2015;18.8;25.6;13.2;23;43;12;15.3;72.0;7.4;16.8;961.5;1010.2;3.0;16.0;6;2
2015;20.8;27.6;12.3;26;49;11;12.1;51.0;13.6;25.3;962.8;1011.3;3.8;0.0;6;3
2015;19.0;25.4;12.1;23;43;11;13.7;65.0;9.3;18.2;964.3;1013.1;2.7;29.4;6;1
2015;22.9;31.2;14.3;29;51;13;12.3;48.0;17.4;32.5;959.6;1007.6;3.5;0.0;7;2
2015;19.3;26.8;13.1;23;44;12;14.0;65.0;9.5;19.2;958.7;1007.2;3.4;23.1;7;3
2015;16.7;22.8;10.7;21;39;10;11.7;64.0;8.9;16.0;956.7;1005.6;3.9;24.9;7;1
2015;18.5;26.0;11.4;22;41;10;10.2;53.0;12.8;23.5;962.6;1011.5;3.6;8.9;8;2
2015;14.7;22.5;7.7;18;35;7;8.1;53.0;9.9;19.2;961.8;1011.4;3.9;4.0;8;3
2015;19.7;27.2;11.6;25;47;10;10.6;49.0;13.7;25.4;961.6;1010.2;2.9;4.4;8;1
2015;10.9;18.6;4.0;13;32;3;7.9;65.0;6.2;14.1;966.6;1017.1;3.3;5.8;9;2
2015;5.9;13.5;-1.2;8;24;-2;5.83;65.0;4.2;8.6;975.3;1027.3;2.8;4.0;9;3
2015;15.2;23.0;8.3;17;36;7;9.6;59.0;9.1;19.1;968.2;1018.0;2.8;24.5;9;1
2016;11.3;19.1;3.7;13;29;2;7.3;58.0;7.0;15.0;968.5;1019.0;3.9;2.0;4;2
2016;9.7;16.4;3.1;13;30;2;7.4;63.0;5.2;11.1;968.4;1019.3;3.1;15.7;4;3
2016;4.6;9.9;1.0;6;16;0;6.85;82.0;1.9;4.4;965.9;1017.6;4.5;15.5;4;1
2016;11.1;18.7;2.7;14;35;0;5.9;49.0;8.6;15.9;968.4;1019.0;3.8;8.3;5;2
2016;17.7;25.1;10.0;21;41;8;8.2;44.0;13.0;22.3;965.7;1014.9;4.3;1.8;5;3
2016;8.6;15.5;1.3;12;30;-1;5.0;47.0;6.9;12.1;967.5;1018.6;4.0;10.8;5;1
2016;18.2;25.0;11.6;22;43;10;12.0;60.0;9.8;19.4;961.5;1010.4;4.9;16.6;6;2
2016;17.3;22.8;12.2;21;38;11;13.9;72.0;6.4;13.4;958.6;1007.5;4.0;36.1;6;3
2016;16.6;23.3;9.7;20;42;8;10.9;57.0;9.1;17.3;961.8;1011.0;3.8;21.9;6;1
2016;19.7;26.1;14.5;23;41;14;16.1;74.0;7.9;17.3;955.9;1004.2;3.0;52.7;7;2
2016;17.8;22.2;13.7;20;33;13;16.6;82.0;4.2;9.8;957.1;1005.7;3.4;97.8;7;3
2016;18.8;24.9;13.3;23;44;12;15.6;74.0;6.8;15.1;956.5;1004.9;2.4;10.3;7;1
2016;19.1;26.1;11.4;24;45;10;13.2;63.0;9.9;20.2;969.8;1018.9;3.4;0.0;8;2
2016;16.0;23.9;8.2;20;42;7;10.1;59.0;9.3;19.3;969.6;1019.3;3.1;1.2;8;3
2016;18.4;24.7;11.8;24;45;11;14.2;69.0;7.9;16.5;968.6;1017.8;3.1;1.6;8;1
2016;13.3;21.9;5.8;16;38;4;8.2;58.0;8.3;18.3;962.7;1012.6;3.6;4.6;9;2
2016;10.1;17.8;3.2;12;30;1;7.4;63.0;5.8;13.1;969.2;1020.0;3.1;11.0;9;3
2016;17.1;25.3;9.4;20;41;8;9.2;50.0;11.4;22.5;962.9;1012.1;4.4;7.0;9;1
2017;7.6;14.0;2.1;6;16;0;7.1;71.0;3.9;8.7;966.2;1017.3;4.4;19.8;4;2
2017;11.1;18.4;5.0;12;30;2;7.3;59.0;6.9;14.0;968.9;1019.5;4.6;2.0;4;3
2017;-2.9;2.6;-8.2;-4;0;-10;3.83;74.0;1.5;3.0;973.4;1027.0;4.2;4.1;4;1
2017;12.6;20.1;5.4;15;31;3;7.9;55.0;8.0;15.9;969.8;1020.2;4.1;15.6;5;2
2017;15.7;22.9;7.8;18;37;5;8.6;52.0;10.3;18.5;961.6;1011.0;5.3;7.1;5;3
2017;13.3;21.6;3.9;15;35;1;6.4;44.0;10.3;18.8;966.4;1016.5;5.3;0.8;5;1
2017;22.3;30.2;13.4;27;51;11;11.2;45.0;17.9;31.9;959.4;1007.5;3.6;0.6;6;2
2017;21.9;30.1;13.6;28;54;12;11.7;48.0;16.0;30.1;958.9;1007.0;3.2;1.0;6;3
2017;18.0;25.1;10.7;22;42;8;8.8;45.0;13.1;21.7;961.8;1010.8;4.8;3.9;6;1
2017;16.9;24.2;10.1;20;43;9;12.0;66.0;8.0;17.8;960.7;1009.8;3.1;20.7;7;2
2017;22.1;29.8;14.6;27;51;13;13.2;53.0;14.8;27.6;959.6;1007.7;3.5;0.3;7;3
2017;21.4;29.2;13.7;26;49;12;11.6;49.0;15.3;27.8;957.7;1005.9;4.5;3.1;7;1
2017;15.6;22.9;8.0;20;42;6;8.0;48.0;10.6;18.7;967.8;1017.5;3.6;0.0;8;2
2017;20.4;29.3;10.7;25;52;8;9.7;43.0;15.9;29.9;970.1;1019.1;2.6;0.0;8;3
2017;22.6;31.5;14.1;27;53;12;11.2;45.0;18.0;32.2;960.4;1008.6;3.7;2.5;8;1
2017;12.2;19.5;6.2;14;30;5;8.4;63.0;7.1;14.6;967.7;1018.0;4.2;16.9;9;2
2017;4.4;9.5;0.9;5;15;0;5.21;62.0;3.9;6.7;972.4;1024.5;4.7;4.9;9;3
2017;19.3;28.2;11.3;22;42;9;8.7;44.0;16.1;28.5;961.7;1010.5;3.6;5.2;9;1
2018;3.9;10.7;-1.9;4;13;-4;5.6;70.0;2.9;6.5;965.8;1017.6;4.5;5.7;4;2
2018;8.9;14.5;4.8;9;17;3;8.4;75.0;3.5;8.3;963.6;1014.3;5.0;40.1;4;3
2018;-2.3;1.7;-5.9;-4;0;-7;4.55;82.0;0.93;1.8;972.6;1026.1;4.3;6.6;4;1
2018;8.5;15.9;1.7;11;26;0;5.5;52.0;6.3;11.9;964.5;1015.4;4.8;13.3;5;2
2018;12.6;22.0;5.6;14;33;4;7.1;53.0;9.2;17.5;962.3;1012.4;6.5;5.9;5;3
2018;7.0;13.5;1.9;8;18;1;6.49;66.0;4.2;8.6;966.9;1018.2;5.0;9.4;5;1
2018;16.6;23.4;10.3;21;40;9;10.5;58.0;9.1;16.6;957.8;1006.8;3.6;13.1;6;2
2018;18.3;24.1;13.0;22;39;11;14.4;71.0;7.3;14.8;954.9;1003.4;2.7;21.6;6;3
2018;16.8;24.2;10.1;19;37;8;8.4;49.0;12.2;20.5;960.8;1010.0;5.3;30.2;6;1
2018;21.1;28.2;13.9;26;46;13;14.9;63.0;11.0;22.2;958.5;1006.7;2.7;3.6;7;2
2018;17.1;23.1;11.6;20;36;10;13.6;73.0;6.8;14.8;963.2;1012.4;3.3;37.9;7;3
2018;20.7;27.3;13.8;26;45;12;15.2;64.0;10.1;19.7;961.4;1009.8;3.0;1.5;7;1
2018;17.7;25.0;11.1;22;41;10;12.1;63.0;9.2;20.4;960.5;1009.4;3.0;31.6;8;2
2018;13.2;18.8;9.1;15;28;8;11.9;80.0;3.8;9.4;960.6;1010.3;3.9;45.5;8;3
2018;20.2;27.6;13.9;24;44;13;15.0;66.0;9.7;21.4;959.9;1008.3;2.7;2.3;8;1
2018;10.9;18.9;3.7;12;32;2;6.4;53.0;7.7;15.1;971.6;1022.5;3.7;0.0;9;2
2018;10.6;17.5;5.0;11;27;3;8.6;71.0;4.8;11.4;969.6;1020.3;3.6;9.4;9;3
2018;10.3;15.8;6.0;12;25;5;9.0;73.0;3.9;8.3;971.3;1022.2;3.6;2.1;9;1
2019;4.0;10.7;-1.6;5;17;-3;4.83;60.0;4.5;9.0;965.7;1017.6;4.8;10.2;4;2
2019;6.1;13.5;-0.3;7;22;-2;5.82;64.0;4.4;9.6;964.4;1015.8;3.9;12.5;4;3
2019;5.0;11.5;-0.9;5;16;-2;6.04;71.0;3.1;7.1;971.6;1023.5;2.9;2.0;4;1
2019;11.1;19.1;3.1;16;38;1;5.9;47.0;8.5;16.0;966.6;1017.2;4.1;8.2;5;2
2019;13.4;21.0;4.8;19;42;3;6.0;43.0;11.0;19.7;966.4;1016.5;3.9;1.0;5;3
2019;11.8;20.1;1.9;16;38;0;5.3;40.0;10.9;19.9;974.7;1025.5;2.6;0.0;5;1
2019;15.3;22.7;9.3;19;39;8;10.9;65.0;7.4;16.0;959.2;1008.5;3.9;14.3;6;2
2019;17.8;25.1;10.9;22;42;10;12.0;61.0;9.5;18.0;963.2;1012.2;4.2;9.0;6;3
2019;15.3;21.7;9.8;19;36;9;10.8;65.0;7.6;15.5;958.1;1007.4;4.2;10.0;6;1
2019;23.7;31.8;14.5;30;54;13;11.2;41.0;19.7;34.7;961.8;1009.8;3.7;0.0;7;2
2019;21.0;29.0;13.7;26;48;12;13.5;59.0;12.8;26.3;957.5;1005.7;3.3;11.2;7;3
2019;20.1;27.5;12.8;26;47;11;11.9;54.0;12.8;25.2;958.9;1007.4;4.1;6.3;7;1
2019;20.1;27.4;13.5;23;46;12;11.8;54.0;13.0;24.5;962.8;1011.5;2.7;10.1;8;2
2019;17.2;24.6;11.1;21;42;10;10.3;56.0;10.6;20.8;962.1;1011.3;4.0;3.2;8;3
2019;21.1;29.3;12.6;25;49;11;9.9;42.0;16.8;30.7;958.0;1006.3;3.5;4.3;8;1
2019;14.6;21.6;7.9;16;34;6;9.2;59.0;8.3;17.0;968.8;1018.8;2.2;0.3;9;2
2019;7.8;14.1;2.0;9;24;1;5.96;60.0;5.8;11.9;965.0;1016.1;3.6;19.1;9;3
2019;10.6;16.1;6.1;13;30;5;9.5;76.0;3.6;8.4;960.9;1011.2;2.5;22.2;9;1
2020;9.4;17.8;1.9;11;30;-1;6.1;56.0;6.8;13.7;970.1;1021.1;3.5;5.5;4;2
2020;13.3;20.3;7.7;16;34;5;8.5;57.0;8.0;14.8;963.2;1013.1;4.6;13.3;4;3
2020;4.1;10.3;-0.1;5;17;-2;5.67;69.0;2.9;6.0;968.0;1019.9;4.1;2.7;4;1
2020;18.4;26.0;11.4;23;45;9;11.2;56.0;11.3;20.1;961.7;1010.6;3.8;0.9;5;2
2020;20.0;28.3;10.9;27;51;9;9.4;43.0;16.2;29.6;971.0;1020.2;3.4;0.0;5;3
2020;13.6;21.8;5.8;18;40;3;7.1;49.0;10.0;17.7;969.6;1019.8;4.5;0.8;5;1
2020;17.0;23.8;11.1;20;42;9;9.9;52.0;10.7;21.0;962.0;1011.2;4.8;26.9;6;2
2020;17.8;25.7;10.6;21;42;9;10.2;55.0;11.6;22.3;956.5;1005.2;4.7;35.5;6;3
2020;19.1;26.7;9.9;26;52;8;8.6;41.0;15.2;26.0;967.3;1016.4;4.1;0.4;6;1
2020;23.2;30.4;15.1;29;51;13;13.8;52.0;15.9;28.4;963.5;1011.6;4.2;1.2;7;2
2020;19.0;25.4;13.5;23;41;12;14.5;68.0;8.1;16.5;959.5;1008.1;3.3;32.5;7;3
2020;20.2;27.1;13.9;25;47;13;14.6;65.0;10.1;20.9;960.5;1009.0;3.8;18.0;7;1
2020;16.5;22.6;11.3;20;38;10;11.9;66.0;7.4;15.1;954.6;1003.5;4.3;8.1;8;2
2020;16.2;24.2;8.5;19;39;7;10.6;61.0;9.2;19.2;963.3;1012.6;2.7;5.9;8;3
2020;22.8;30.3;15.5;27;48;13;13.9;53.0;15.0;28.3;961.0;1009.0;4.1;2.7;8;1
2020;13.3;20.8;7.2;16;34;5;8.0;58.0;8.3;16.7;963.9;1013.9;4.7;8.2;9;2
2020;6.6;11.6;2.6;8;21;1;7.32;76.0;2.7;5.9;970.6;1022.1;4.6;23.8;9;3
2020;12.0;19.3;6.0;15;33;5;7.8;59.0;7.7;14.8;968.4;1018.8;2.9;0.4;9;1
2021;-0.1;5.0;-4.5;-2;0;-6;5.12;80.0;1.4;3.1;972.8;1025.8;3.7;0.9;4;1
2021;5.3;14.7;-1.8;7;22;-4;5.27;61.0;4.7;10.3;975.7;1027.8;4.0;0.4;4;2
2021;8.2;16.9;1.1;11;30;-1;5.8;53.0;6.4;12.2;973.4;1024.9;4.1;0.8;4;3
2021;14.0;21.7;6.9;18;37;5;7.4;48.0;9.8;18.3;967.1;1017.1;4.1;27.9;5;1
2021;16.4;23.4;8.9;21;41;7;9.1;52.0;10.8;19.6;970.3;1020.1;4.0;0.0;5;2
2021;21.0;29.2;12.2;26;49;10;9.9;42.0;16.8;30.5;967.8;1016.6;3.6;3.7;5;3
2021;17.7;25.2;10.3;24;47;8;9.7;50.0;12.0;21.4;962.1;1011.1;4.5;5.5;6;1
2021;18.3;26.4;10.2;25;46;8;9.6;48.0;13.2;23.7;965.8;1015.0;3.7;0.8;6;2
2021;16.4;22.8;9.8;21;39;8;10.9;63.0;9.3;17.7;962.9;1012.2;3.5;17.7;6;3
2021;24.0;31.2;17.6;29;50;16;13.3;49.0;18.6;30.8;957.5;1005.2;4.3;2.5;7;1
2021;17.1;23.9;11.1;22;43;10;12.2;66.0;8.3;16.6;956.2;1005.0;3.7;15.9;7;2
2021;20.6;28.9;11.5;28;54;10;10.8;48.0;15.2;27.3;960.7;1009.2;2.5;0.0;7;3
2021;21.8;29.4;13.7;29;52;13;13.1;53.0;14.4;26.3;961.3;1009.6;2.6;2.9;8;1
2021;17.7;24.8;10.5;23;45;9;11.5;61.0;9.9;19.7;967.1;1016.3;2.6;1.4;8;2
2021;19.4;27.4;11.5;24;47;10;11.4;54.0;12.7;24.3;965.6;1014.5;3.1;0.8;8;3
2021;15.1;23.1;7.3;19;41;5;7.8;49.0;10.7;20.1;966.2;1015.9;3.4;3.1;9;1
2021;9.9;16.5;4.0;12;27;3;7.3;63.0;5.7;11.9;962.7;1013.2;3.6;24.1;9;2
2021;4.4;10.7;-0.6;7;23;-2;5.77;71.0;2.9;6.2;968.0;1019.9;3.3;13.1;9;3
2022;3.8;9.6;-0.7;3;12;-2;5.47;70.0;2.8;5.4;970.1;1022.2;3.1;0.0;4;1
2022;11.3;19.8;3.9;12;29;2;5.9;47.0;8.5;16.7;969.6;1020.3;4.5;3.9;4;2
2022;9.8;17.9;2.0;12;29;0;5.3;46.0;8.5;15.7;968.9;1019.9;3.2;5.5;4;3
2022;11.6;19.0;4.3;16;34;2;5.5;41.0;9.1;16.0;966.6;1017.1;4.5;1.2;5;1
2022;16.6;23.6;9.2;21;41;7;8.9;51.0;10.9;19.5;963.4;1012.7;3.3;7.9;5;2
2022;18.3;27.6;9.8;23;44;7;8.2;43.0;14.7;25.5;963.1;1012.2;3.8;2.3;5;3
2022;18.1;25.2;11.1;23;44;9;9.1;47.0;13.2;22.9;961.8;1010.8;3.4;7.4;6;1
2022;20.5;28.0;12.6;27;51;11;11.2;50.0;14.2;26.2;957.6;1006.0;3.3;6.5;6;2
2022;21.1;28.8;13.9;28;51;12;11.8;49.0;15.3;27.5;955.3;1003.4;3.6;0.9;6;3
2022;18.0;24.6;11.8;23;44;11;12.1;63.0;9.4;17.6;957.2;1005.9;3.1;31.0;7;1
2022;22.1;29.7;14.6;27;47;13;14.0;57.0;14.0;27.2;963.5;1011.8;2.9;5.3;7;2
2022;21.3;27.9;14.6;27;49;13;13.6;57.0;12.7;23.6;956.8;1004.9;2.6;14.4;7;3
2022;18.7;24.9;12.6;23;41;11;13.4;65.0;9.0;17.4;962.9;1011.7;3.0;47.5;8;1
2022;15.2;20.9;9.4;19;38;8;11.3;66.0;6.8;14.5;967.4;1017.2;2.4;0.7;8;2
2022;15.9;24.1;7.8;21;43;6;9.4;57.0;9.9;20.5;972.0;1021.9;2.1;0.6;8;3
2022;19.2;28.4;11.0;22;43;9;7.4;36.0;17.3;31.5;964.6;1013.6;3.3;0.0;9;1
2022;10.2;18.0;2.7;12;31;0;6.3;55.0;6.9;14.1;971.7;1022.7;2.8;7.7;9;2
2022;11.8;18.8;6.1;14;30;4;7.7;57.0;8.9;16.9;968.6;1019.2;2.7;6.8;9;3
2023;3.3;11.4;-3.6;2;14;-6;3.08;42.0;5.4;10.3;973.5;1025.9;3.4;0.6;4;1
2023;-0.8;5.4;-6.4;-1;8;-8;3.68;63.0;2.8;5.5;968.4;1021.3;4.1;33.4;4;2
2023;10.6;18.6;2.3;11;24;0;5.4;45.0;8.9;16.6;969.7;1020.5;3.6;0.0;4;3
2023;11.7;20.2;2.7;16;39;0;5.2;41.0;10.3;18.3;974.3;1025.2;3.0;0.0;5;1
2023;13.3;21.5;6.4;18;36;5;5.7;39.0;10.6;17.1;965.9;1016.0;4.5;0.4;5;2
2023;17.3;25.5;8.3;24;47;7;7.3;39.0;13.8;23.0;971.2;1020.9;2.8;1.0;5;3
2023;24.3;32.6;15.2;30;54;13;8.8;33.0;23.6;38.8;963.8;1011.8;2.8;0.5;6;1
2023;19.5;27.4;11.0;27;50;10;8.5;40.0;15.7;27.6;960.2;1008.9;3.4;1.9;6;2
2023;15.0;21.7;8.8;19;38;7;9.6;58.0;8.2;15.5;957.4;1006.7;3.7;11.8;6;3
2023;22.7;31.2;14.3;29;52;13;11.6;45.0;17.4;30.9;961.1;1009.3;2.7;4.3;7;1
2023;25.3;33.8;17.8;31;55;15;12.9;43.0;21.1;37.4;958.9;1006.5;3.8;5.1;7;2
2023;22.4;30.6;14.6;28;52;13;12.2;48.0;16.0;28.8;959.3;1007.3;2.8;2.0;7;3
2023;23.4;32.0;16.2;28;52;14;13.2;49.0;16.6;30.1;956.5;1004.2;2.5;11.1;8;1
2023;16.6;24.5;10.5;21;42;9;10.7;60.0;9.5;18.2;965.4;1014.8;2.7;8.1;8;2
2023;17.5;25.0;11.6;20;39;10;11.6;61.0;9.7;20.2;956.0;1004.8;4.1;10.6;8;3
2023;13.0;18.1;9.3;15;28;8;10.9;74.0;4.5;9.7;960.6;1010.4;3.2;50.2;9;1
2023;11.9;18.1;7.4;14;28;6;10.6;77.0;3.7;8.0;965.5;1015.7;2.4;11.5;9;2
2023;11.8;18.0;7.5;14;28;6;9.4;69.0;4.8;9.9;971.1;1021.7;2.0;5.5;9;3
2024;4.0;8.9;0.3;1;5;-2;6.47;80.0;2.0;4.2;969.7;1021.7;3.7;8.1;4;1
2024;9.0;16.3;3.7;9;20;2;8.0;69.0;4.3;9.1;966.7;1017.6;4.9;3.0;4;2
2024;9.7;17.8;3.1;13;31;1;6.1;50.0;6.9;12.9;972.8;1023.9;5.0;5.7;4;3
2024;10.5;17.9;5.4;13;28;3;7.9;63.0;5.7;11.6;961.2;1011.5;5.0;20.6;5;1
2024;13.4;20.4;7.8;16;33;6;9.0;61.0;7.1;14.1;964.4;1014.3;4.8;22.9;5;2
2024;10.6;17.4;6.1;13;27;5;9.0;73.0;4.4;9.2;965.0;1015.5;6.5;63.7;5;3
2024;18.3;25.8;11.5;23;45;9;12.8;61.0;9.6;17.9;962.2;1011.1;4.7;12.9;6;1
2024;19.0;26.1;14.1;24;44;12;15.4;72.0;7.4;15.7;964.2;1013.1;3.6;32.7;6;2
2024;22.8;31.2;15.2;28;52;13;14.3;54.0;14.7;29.3;955.1;1002.8;4.1;2.3;6;3
2024;17.5;23.1;13.5;21;37;12;15.3;77.0;5.1;10.8;956.2;1004.8;3.9;84.1;7;1
2024;21.2;27.5;16.1;26;47;14;16.8;68.0;9.0;17.8;955.5;1003.5;3.4;18.7;7;2
2024;20.9;28.4;14.2;27;49;12;15.2;64.0;10.4;20.6;956.5;1004.7;3.7;1.6;7;3
2024;20.5;27.9;14.8;24;46;14;15.2;67.0;10.1;22.1;956.1;1004.3;3.7;34.4;8;1
2024;16.9;25.2;11.2;20;39;10;12.9;70.0;7.3;17.8;958.1;1007.0;4.1;19.7;8;2
2024;14.2;20.4;9.4;16;32;8;12.4;79.0;4.1;10.7;962.8;1012.4;3.5;12.2;8;3
2024;10.7;16.3;6.6;12;26;5;9.9;79.0;3.4;7.5;968.7;1019.3;4.2;21.6;9;1
2024;10.2;16.9;4.5;12;29;3;8.5;68.0;4.4;10.0;975.3;1026.4;3.9;7.2;9;2
2024;8.2;16.4;1.3;10;28;0;6.32;61.0;5.5;12.4;972.7;1024.1;3.0;1.4;9;3
